component,terminal_id,temperature,timestamp
Battery,5,52.0,2017-01-31 22:20:22
GPU,15,80.3,2016-04-01 12:39:46
Battery,10,53.6,2016-10-23 11:36:50
Battery,11,81.7,2017-01-20 15:48:21
CPU,5,79.8,2016-08-18 13:50:34
USB,15,69.2,2016-08-15 20:40:33
CPU,12,59.3,2017-02-20 00:48:13
GPU,20,94.9,2016-12-21 06:09:44
GPU,11,82.1,2017-02-25 12:19:59
GPU,16,64.1,2016-05-16 15:53:28
CPU,19,88.6,2016-08-05 10:06:48
Monitor,13,69.6,2016-08-30 10:06:15
GPU,8,71.0,2016-08-09 13:14:25
USB,17,97.4,2016-06-19 12:17:19
GPU,3,79.0,2016-08-31 14:37:03
Monitor,18,53.1,2016-04-26 08:53:42
Monitor,1,66.3,2016-11-03 08:09:17
CPU,7,83.7,2016-09-02 12:49:58
Battery,10,45.2,2016-09-12 05:38:21
Monitor,18,78.6,2016-09-29 19:15:08
Battery,10,44.2,2016-10-19 01:41:05
USB,12,78.2,2016-12-25 10:27:07
USB,10,42.0,2016-12-31 19:17:18
USB,17,82.9,2016-06-09 12:21:26
Battery,12,88.8,2016-05-25 02:03:39
GPU,14,51.2,2017-03-10 09:16:44
CPU,4,60.6,2016-11-18 20:52:57
GPU,13,89.5,2016-07-27 17:39:37
Battery,3,52.0,2016-09-21 12:36:43
Monitor,3,70.0,2017-02-16 04:06:19
Monitor,13,66.7,2016-05-15 22:23:22
USB,2,70.1,2016-06-15 12:07:18
Battery,12,50.7,2016-07-11 16:32:42
USB,18,48.7,2017-01-17 17:59:24
CPU,8,97.8,2016-03-09 01:29:07
Battery,18,91.0,2017-02-17 11:51:27
Battery,11,50.4,2016-11-29 15:00:03
Monitor,15,59.4,2016-12-22 11:04:44
USB,18,40.6,2017-01-11 15:35:04
GPU,15,69.3,2017-02-14 05:31:16
CPU,1,48.4,2017-02-01 06:48:40
USB,14,46.4,2016-03-14 16:54:25
Monitor,8,40.1,2016-06-06 21:27:03
GPU,20,77.0,2016-09-26 06:42:53
CPU,15,76.3,2016-05-29 10:12:02
GPU,13,75.1,2016-09-09 09:33:58
CPU,1,79.0,2016-04-20 05:03:27
USB,7,60.4,2017-01-27 11:35:31
CPU,1,56.8,2016-09-12 14:54:31
Monitor,3,44.3,2017-02-01 08:47:59
CPU,14,42.9,2016-08-10 21:54:45
CPU,10,42.7,2016-04-17 14:31:30
Battery,8,78.3,2016-06-26 12:30:17
CPU,4,55.6,2017-02-15 22:42:48
Battery,16,69.8,2016-12-14 02:05:40
GPU,8,95.9,2016-05-21 16:31:54
USB,12,99.9,2016-08-11 04:59:07
Battery,10,55.0,2017-03-03 15:13:20
USB,2,78.5,2016-07-22 18:28:51
Battery,19,67.1,2016-11-22 23:32:15
Monitor,8,41.3,2016-05-20 15:03:01
GPU,12,76.0,2016-10-28 05:49:53
CPU,10,98.4,2016-03-06 21:46:45
CPU,20,93.5,2016-03-01 20:16:48
CPU,1,89.0,2016-10-14 23:48:56
Monitor,1,47.8,2016-10-22 06:39:32
Battery,17,75.9,2017-03-10 13:28:21
GPU,20,81.3,2016-03-01 10:52:13
CPU,1,79.8,2016-06-25 14:13:24
CPU,5,71.4,2016-10-24 11:28:58
USB,11,52.6,2017-03-07 23:06:31
GPU,1,81.8,2016-07-27 00:50:12
GPU,2,83.4,2016-12-22 08:48:44
GPU,12,63.6,2016-03-03 01:29:20
GPU,16,59.4,2016-08-12 14:37:32
USB,1,50.5,2016-12-29 08:31:40
Monitor,6,42.8,2016-04-03 19:04:55
Battery,14,76.4,2016-07-07 22:51:29
Monitor,16,96.4,2016-07-07 20:13:32
GPU,11,92.9,2016-08-04 13:04:48
CPU,11,78.4,2017-01-15 13:55:57
Monitor,13,48.1,2016-08-25 14:22:49
Battery,7,46.9,2016-11-04 09:04:54
Battery,10,72.6,2017-01-15 05:11:51
USB,9,99.8,2016-06-18 12:32:35
Monitor,15,91.6,2016-05-14 18:32:05
Battery,11,72.5,2017-02-13 04:03:08
CPU,10,98.7,2016-03-22 21:55:12
USB,16,74.5,2017-03-08 12:14:32
Battery,16,70.7,2016-11-03 07:15:48
USB,4,72.6,2016-07-14 09:43:16
Battery,11,78.2,2016-09-29 14:49:55
USB,10,49.8,2016-04-06 14:57:23
Monitor,5,83.3,2017-01-01 19:26:06
CPU,13,49.7,2016-03-24 14:57:09
Monitor,16,94.1,2016-04-03 02:23:49
CPU,15,80.3,2016-04-27 01:15:56
CPU,14,72.0,2017-02-26 13:13:37
CPU,15,70.8,2016-06-28 03:53:18
Monitor,9,58.8,2016-09-07 07:55:57
Monitor,15,51.2,2017-02-19 00:43:57
CPU,8,85.1,2016-06-24 04:46:05
Battery,8,92.8,2016-06-25 09:09:42
Monitor,11,59.5,2016-12-13 05:23:08
GPU,6,74.5,2016-05-24 03:33:27
Battery,5,55.3,2016-06-12 14:39:22
Battery,7,89.9,2016-07-15 23:36:29
GPU,12,69.4,2017-03-03 13:53:34
Battery,12,41.2,2017-02-14 19:36:55
GPU,6,86.0,2016-12-19 11:40:27
Monitor,2,89.1,2016-06-30 08:00:37
Battery,13,41.8,2016-11-28 08:10:34
Monitor,6,87.7,2016-07-08 21:43:47
Battery,18,50.6,2016-09-25 18:17:34
GPU,13,49.6,2016-08-08 22:47:42
Monitor,19,86.9,2016-11-29 05:45:34
GPU,15,56.9,2016-11-17 09:16:07
USB,15,99.9,2016-11-26 06:58:33
Battery,14,44.0,2016-04-11 15:35:37
GPU,20,65.8,2016-07-11 05:24:12
CPU,11,99.4,2016-04-13 06:54:25
Battery,3,80.0,2016-03-21 21:02:09
Battery,1,73.8,2016-12-19 06:37:57
USB,13,74.3,2016-06-15 17:06:04
CPU,7,88.6,2016-10-05 12:33:56
USB,1,74.2,2016-12-29 04:02:25
Monitor,20,92.7,2016-05-27 14:40:13
USB,15,73.4,2016-08-01 16:20:56
CPU,5,79.8,2016-05-07 05:41:16
CPU,11,46.9,2016-03-20 16:59:30
GPU,14,82.7,2016-03-14 11:38:09
USB,8,80.3,2016-11-20 14:42:44
CPU,13,45.9,2016-07-20 21:41:43
Battery,2,97.7,2016-09-09 19:58:56
Battery,13,82.5,2017-01-25 23:06:47
Monitor,16,50.3,2016-11-17 00:02:42
Monitor,12,47.2,2017-01-15 15:14:58
USB,1,46.7,2016-11-09 23:45:31
CPU,5,55.0,2016-03-08 00:29:52
Battery,1,73.1,2016-10-29 19:42:32
GPU,3,67.0,2016-12-28 08:53:16
Battery,2,83.1,2017-01-14 07:13:58
USB,4,84.8,2016-03-04 01:08:35
Battery,4,81.6,2016-10-25 20:30:37
USB,2,55.0,2016-08-04 03:19:02
Monitor,15,97.5,2016-07-16 20:49:58
Battery,13,91.8,2017-02-09 11:43:10
CPU,6,81.0,2017-02-20 18:43:41
USB,17,87.1,2016-06-14 12:15:25
CPU,17,59.4,2016-04-20 10:12:11
GPU,8,66.2,2016-09-21 11:50:53
USB,15,73.6,2016-09-06 21:21:25
GPU,3,57.7,2016-11-18 23:53:04
USB,3,41.6,2016-06-17 18:10:32
Battery,5,92.9,2016-08-26 14:07:04
GPU,17,81.5,2016-06-20 21:08:24
CPU,19,91.4,2016-12-22 01:54:19
Monitor,8,88.2,2016-05-02 05:53:38
Monitor,8,41.8,2016-05-31 19:31:05
GPU,4,78.8,2016-12-19 11:43:44
Monitor,7,57.9,2016-10-26 11:47:22
CPU,2,95.1,2016-06-15 19:27:08
Battery,6,64.8,2017-02-18 07:23:01
GPU,10,74.6,2016-05-27 07:56:02
GPU,16,50.9,2016-03-14 07:32:02
GPU,16,57.5,2016-03-09 16:11:50
Battery,12,90.6,2016-05-28 18:11:59
Battery,6,46.5,2016-09-25 17:59:07
USB,4,78.6,2017-01-30 00:02:17
Monitor,15,91.2,2016-06-19 15:47:59
GPU,14,65.0,2017-01-11 04:07:28
USB,8,64.2,2016-06-19 14:45:06
USB,13,92.2,2016-08-13 05:53:12
Battery,18,56.2,2016-06-29 20:17:36
GPU,19,67.4,2016-11-03 03:34:30
CPU,3,82.2,2017-02-16 05:26:01
Battery,15,91.0,2016-08-07 08:43:45
GPU,15,77.2,2016-03-03 02:34:51
GPU,16,40.4,2016-07-03 13:38:20
Battery,15,81.3,2016-06-21 16:09:31
CPU,18,78.6,2016-07-05 04:25:05
CPU,7,51.6,2016-11-26 03:21:00
USB,5,49.6,2016-12-27 10:52:40
GPU,3,95.0,2016-08-27 10:47:52
USB,11,61.4,2016-04-02 04:06:59
Battery,9,52.8,2016-12-14 10:29:54
GPU,1,94.6,2016-09-17 06:49:59
CPU,12,47.4,2016-05-03 08:09:30
USB,14,51.3,2016-07-25 03:58:58
Battery,8,55.9,2016-12-10 02:46:06
GPU,1,92.7,2017-01-28 23:37:13
USB,3,42.7,2017-02-14 14:49:08
USB,12,51.9,2016-07-30 23:13:55
USB,2,61.7,2016-10-30 09:50:55
CPU,4,98.3,2016-08-12 19:45:08
USB,1,89.9,2016-05-15 01:03:08
Monitor,19,47.7,2016-05-25 06:04:56
Battery,10,68.0,2016-12-09 23:15:27
USB,8,81.2,2017-02-21 18:26:16
Battery,16,56.6,2016-10-22 20:50:41
Monitor,3,66.6,2016-04-19 00:34:16
Monitor,14,76.3,2016-12-22 21:22:05
Monitor,12,79.5,2016-04-25 20:04:58
Monitor,14,83.0,2016-12-04 11:00:59
Battery,11,83.2,2016-06-11 02:09:07
GPU,20,84.7,2016-03-29 10:40:31
CPU,17,80.4,2017-01-10 11:33:47
CPU,12,48.5,2016-09-12 02:41:12
GPU,5,57.3,2016-10-17 22:51:54
Battery,7,71.9,2016-10-05 05:26:31
GPU,7,76.0,2016-06-04 01:23:08
CPU,19,89.6,2017-02-02 19:23:36
Battery,16,84.8,2016-06-18 16:02:29
Battery,4,65.2,2016-08-27 02:24:13
Battery,18,50.8,2016-04-16 19:30:53
USB,5,53.2,2016-08-31 14:26:46
Battery,13,74.3,2016-05-06 20:06:27
GPU,18,87.0,2016-09-29 12:50:03
USB,17,96.6,2016-12-16 00:26:27
GPU,1,87.9,2016-10-04 15:18:09
GPU,1,65.8,2016-04-27 07:12:10
Battery,16,94.1,2016-08-02 22:11:43
Battery,2,91.7,2016-12-26 05:01:59
GPU,16,43.1,2016-05-19 02:06:17
Monitor,20,74.3,2016-04-29 15:36:39
CPU,1,50.2,2016-06-23 16:18:23
Monitor,5,70.1,2016-09-24 19:01:34
CPU,10,67.6,2016-05-30 10:16:59
GPU,8,47.1,2016-11-10 18:28:35
GPU,7,62.1,2016-05-09 04:52:14
Battery,5,91.8,2016-04-18 23:34:42
Battery,7,77.0,2017-01-20 02:32:42
Battery,14,59.5,2017-01-16 17:17:38
CPU,5,63.0,2016-08-18 18:36:20
GPU,11,41.2,2016-06-22 19:48:33
CPU,19,64.2,2017-02-12 22:07:24
GPU,15,89.3,2017-01-16 18:03:50
Monitor,15,52.7,2016-10-20 23:13:35
Monitor,8,77.5,2016-05-14 02:27:36
CPU,13,93.5,2016-10-29 01:43:07
CPU,11,46.9,2016-10-18 16:17:30
USB,11,62.3,2016-03-13 00:02:07
GPU,5,50.4,2016-07-31 11:25:36
GPU,17,74.8,2016-12-22 15:42:07
Monitor,18,75.4,2017-03-07 04:59:15
Battery,18,45.4,2016-12-27 02:39:36
Battery,8,55.2,2016-07-28 17:00:19
CPU,19,85.8,2016-07-16 02:05:49
Battery,2,87.4,2017-02-06 05:23:11
USB,16,63.1,2016-06-25 12:26:09
GPU,11,44.5,2016-03-21 16:41:22
Battery,18,53.6,2016-11-14 22:35:16
USB,2,66.2,2016-10-24 11:55:53
USB,18,89.5,2016-10-30 03:38:35
Monitor,15,84.7,2017-01-09 10:25:56
USB,14,70.3,2016-07-12 04:42:18
Monitor,12,43.4,2016-12-22 15:24:25
CPU,5,75.6,2016-05-16 03:05:41
USB,17,99.1,2016-12-04 22:45:46
Battery,13,59.9,2016-08-24 21:04:27
CPU,15,74.5,2016-10-27 15:57:20
GPU,4,54.5,2017-01-09 00:03:45
GPU,15,59.8,2017-02-24 20:23:23
Battery,8,44.4,2016-10-12 03:47:21
GPU,14,60.1,2016-11-17 07:07:39
USB,7,41.8,2016-08-30 05:22:41
USB,20,49.6,2016-07-26 03:27:51
CPU,16,48.3,2016-09-02 03:27:46
Monitor,20,98.2,2016-10-09 01:52:15
GPU,13,96.7,2016-12-29 13:02:58
GPU,9,82.8,2016-08-08 20:04:10
USB,13,59.3,2016-09-27 02:37:49
CPU,7,52.5,2016-09-16 06:47:11
GPU,18,97.1,2016-10-25 07:00:49
Monitor,3,47.7,2016-03-07 23:11:36
USB,15,59.4,2017-02-17 08:22:02
USB,3,98.8,2017-03-13 20:59:17
CPU,14,64.9,2016-06-19 19:06:57
Battery,14,97.6,2016-08-06 03:02:06
Battery,7,63.4,2017-02-11 09:59:18
USB,8,92.6,2017-03-01 07:11:10
USB,8,63.3,2016-09-24 11:13:48
Battery,13,83.9,2016-03-25 02:51:55
Battery,6,87.8,2016-03-03 15:50:49
USB,15,82.9,2016-11-23 14:16:04
CPU,1,86.0,2016-08-24 06:30:20
GPU,2,86.8,2017-03-04 07:44:09
Battery,9,59.1,2016-04-03 10:12:01
CPU,10,44.8,2016-10-10 16:54:47
Battery,7,49.6,2016-03-25 03:29:40
GPU,5,66.1,2016-11-16 00:38:18
CPU,10,44.7,2017-02-23 17:21:03
CPU,12,86.0,2016-05-18 21:13:09
Battery,8,62.8,2017-01-21 22:15:04
USB,15,82.8,2017-01-06 21:56:14
USB,9,95.1,2017-01-22 09:45:10
Battery,1,86.4,2017-03-05 03:35:05
Monitor,2,53.6,2016-03-21 04:30:36
USB,20,64.2,2016-04-17 21:02:57
USB,9,62.1,2016-11-10 02:40:19
Battery,16,56.8,2016-04-07 11:26:44
CPU,9,70.4,2016-09-06 21:56:46
Monitor,10,74.2,2016-12-05 12:02:49
CPU,7,45.9,2016-04-25 00:13:20
CPU,20,51.0,2016-12-17 19:21:26
Battery,13,70.0,2016-07-03 06:46:32
Monitor,17,79.2,2016-05-22 15:08:29
GPU,4,75.0,2017-01-25 23:41:44
Battery,17,66.6,2016-03-29 07:45:43
USB,11,50.5,2016-03-04 05:06:15
Battery,13,44.1,2016-06-02 21:37:08
GPU,3,82.0,2016-09-23 07:54:23
USB,4,53.7,2017-02-24 08:52:06
CPU,1,72.7,2016-07-02 04:42:10
CPU,12,52.5,2017-01-12 17:01:39
GPU,9,54.3,2016-09-28 09:35:02
Monitor,6,84.2,2016-04-20 11:18:02
CPU,2,67.3,2016-06-16 16:47:45
Battery,18,84.6,2017-02-18 05:47:10
CPU,6,99.3,2016-05-27 23:12:30
GPU,9,46.6,2016-08-04 00:56:40
Monitor,9,77.1,2016-10-02 01:02:02
USB,11,70.0,2016-05-06 03:28:50
Monitor,5,73.4,2017-01-19 06:50:24
Monitor,19,58.1,2017-02-27 21:05:18
Monitor,9,84.9,2016-11-18 21:22:43
GPU,10,79.2,2016-04-30 18:42:08
CPU,3,67.4,2017-01-19 00:08:07
Battery,6,41.4,2017-02-20 19:52:04
GPU,4,40.7,2016-12-05 04:01:19
Monitor,6,41.2,2016-07-28 21:14:25
Monitor,16,74.8,2016-09-15 20:37:34
GPU,14,61.8,2016-10-11 03:12:11
Battery,10,48.0,2016-12-25 10:11:02
Battery,18,71.5,2016-05-09 00:49:18
Monitor,14,95.1,2016-10-16 03:55:35
GPU,8,86.5,2016-10-13 23:00:24
CPU,12,48.6,2016-03-08 04:30:58
CPU,10,48.4,2016-12-04 08:53:22
GPU,3,98.5,2017-02-11 04:30:05
Monitor,11,97.7,2016-04-07 23:50:43
GPU,1,48.0,2016-10-28 10:39:16
GPU,3,68.1,2016-05-04 02:35:32
Monitor,3,83.9,2016-06-24 06:33:52
Battery,4,54.1,2016-10-12 20:27:09
Battery,5,80.5,2016-11-30 11:36:09
Monitor,13,92.1,2017-02-19 00:16:08
GPU,5,93.0,2016-10-08 03:07:01
Monitor,8,77.9,2017-03-01 21:49:00
Monitor,13,42.2,2016-12-01 14:38:48
Battery,19,50.2,2016-07-26 20:45:23
USB,7,73.1,2016-09-18 14:16:00
CPU,11,68.6,2016-09-10 00:18:41
GPU,15,66.6,2016-09-08 22:39:39
USB,17,49.5,2016-03-24 17:00:43
GPU,19,52.3,2017-02-27 09:08:27
Battery,12,81.4,2017-01-20 21:18:06
Battery,7,91.7,2016-10-18 18:13:22
GPU,7,61.2,2016-10-05 23:43:57
Monitor,12,61.4,2016-06-28 22:11:01
GPU,18,81.7,2016-04-03 09:44:57
Battery,19,72.8,2016-04-01 08:39:19
CPU,11,74.5,2016-03-29 15:01:22
GPU,11,57.1,2016-11-22 00:50:01
CPU,5,52.0,2016-08-21 08:31:43
USB,12,46.4,2017-01-11 02:42:56
Monitor,9,53.1,2016-03-22 02:17:27
GPU,15,41.8,2016-09-10 13:09:55
USB,15,90.8,2017-02-16 00:20:41
GPU,7,75.9,2017-01-05 17:30:31
Battery,9,52.4,2016-03-31 16:39:13
CPU,19,51.6,2016-04-22 15:24:01
Monitor,18,76.6,2016-10-28 04:36:11
USB,5,68.1,2016-10-23 02:13:53
USB,19,56.7,2016-04-02 05:05:16
Battery,3,88.2,2017-02-03 17:26:24
USB,4,67.2,2017-02-05 22:52:51
CPU,2,45.6,2017-01-29 02:40:01
CPU,17,94.2,2016-08-13 16:30:02
Monitor,14,40.6,2016-10-24 21:41:35
Monitor,17,67.0,2016-08-13 11:23:58
Battery,17,68.8,2016-06-06 20:53:55
GPU,19,62.9,2016-12-15 08:20:42
Battery,11,46.1,2016-11-12 05:19:34
CPU,10,79.1,2016-11-15 15:16:41
CPU,16,79.7,2016-12-21 21:22:57
Monitor,2,55.4,2016-10-16 19:29:47
Battery,14,56.8,2016-11-06 19:21:53
CPU,10,73.5,2016-12-20 16:56:42
Battery,6,90.7,2016-04-25 09:53:51
USB,5,54.8,2016-04-17 02:51:51
USB,8,89.2,2016-10-31 08:11:51
CPU,15,70.9,2016-11-25 15:18:12
Battery,16,44.2,2016-11-27 12:51:29
GPU,19,58.8,2016-07-09 02:12:03
USB,7,49.0,2016-12-20 22:12:21
Monitor,4,71.0,2016-10-27 22:50:24
Monitor,12,64.1,2016-03-16 17:00:31
Battery,18,63.1,2017-01-16 16:40:01
CPU,17,47.6,2016-09-15 23:47:59
USB,3,78.1,2016-05-03 23:52:35
Monitor,6,58.3,2016-11-26 23:22:01
GPU,9,50.5,2016-11-12 05:06:08
Monitor,15,98.5,2016-12-24 19:10:38
Monitor,11,64.1,2016-10-28 10:33:27
Monitor,15,96.7,2017-01-28 02:14:35
USB,11,51.5,2016-12-12 02:46:31
USB,20,85.1,2016-05-26 16:11:15
GPU,12,90.2,2016-08-18 11:54:15
USB,9,55.6,2016-07-07 15:10:05
GPU,18,74.1,2016-08-25 00:36:46
CPU,3,43.6,2016-10-12 06:18:20
CPU,10,62.0,2017-02-24 02:42:50
USB,20,79.2,2016-06-26 09:29:08
Monitor,10,42.4,2016-11-28 08:38:54
USB,4,99.1,2016-08-29 08:05:09
CPU,16,88.1,2016-12-10 08:06:18
USB,1,59.2,2016-08-26 21:23:52
CPU,20,59.0,2016-08-06 08:24:45
Battery,12,47.7,2016-09-10 09:35:48
GPU,12,40.2,2016-11-17 10:34:15
USB,14,96.8,2017-02-10 08:17:33
Monitor,15,66.7,2016-03-14 09:50:29
Monitor,20,76.0,2016-11-28 14:08:18
USB,14,96.4,2016-06-27 23:21:17
Battery,13,42.7,2016-07-22 17:33:26
Battery,6,99.2,2016-03-18 02:44:51
GPU,10,83.8,2016-06-27 15:01:38
GPU,17,63.5,2016-03-25 14:38:35
Battery,6,81.4,2016-11-30 08:56:59
Battery,3,99.7,2016-06-30 00:26:20
CPU,6,66.8,2016-11-02 00:09:21
Monitor,10,48.1,2016-11-10 04:40:59
USB,19,72.2,2016-11-03 10:14:40
CPU,17,93.7,2016-05-07 21:35:42
CPU,18,61.4,2016-05-19 14:31:33
CPU,14,52.7,2016-06-07 09:42:31
USB,8,43.2,2016-11-14 12:40:21
USB,16,68.3,2016-12-09 05:19:21
CPU,20,72.9,2016-10-14 05:54:21
GPU,8,89.3,2016-10-13 06:27:16
USB,8,77.9,2016-05-28 04:44:08
CPU,7,78.7,2017-01-13 06:37:33
Battery,10,88.3,2016-05-23 04:27:34
Monitor,2,42.0,2016-05-15 09:06:25
CPU,2,44.8,2016-04-26 02:11:51
CPU,13,88.4,2016-05-27 07:35:08
USB,1,41.7,2017-02-04 07:54:37
USB,18,71.4,2017-02-07 01:03:40
USB,12,84.4,2016-03-01 00:26:33
Monitor,11,88.5,2016-07-11 15:01:52
USB,3,96.3,2016-09-24 21:03:55
Battery,13,41.4,2016-10-31 10:22:53
USB,18,41.8,2016-06-26 17:45:45
USB,3,47.5,2017-02-21 16:53:26
CPU,19,93.4,2016-06-23 18:11:24
USB,16,60.9,2016-07-25 12:32:40
USB,20,55.2,2016-03-16 18:43:03
Monitor,15,66.6,2016-05-07 20:14:29
Monitor,8,49.1,2016-07-16 09:45:15
CPU,18,44.5,2016-10-10 04:35:01
Monitor,1,60.6,2016-11-18 10:32:05
GPU,15,91.4,2016-06-06 12:00:35
Monitor,9,64.6,2016-08-02 20:05:02
CPU,20,77.7,2017-02-08 19:29:53
Monitor,19,76.1,2016-06-09 13:36:32
CPU,19,92.5,2016-07-01 05:42:35
GPU,5,50.5,2016-08-30 06:00:57
USB,11,52.3,2016-06-21 12:51:45
Battery,10,56.2,2016-08-25 09:39:54
Monitor,14,67.4,2016-11-03 05:05:51
USB,8,97.2,2016-11-16 01:28:10
Monitor,8,41.8,2016-06-07 00:00:39
Monitor,4,62.2,2016-05-15 01:14:04
CPU,2,59.4,2016-09-16 14:23:39
GPU,17,67.5,2016-04-25 17:06:16
USB,5,40.8,2017-02-25 09:58:15
USB,15,56.3,2017-01-13 11:34:02
GPU,17,48.1,2016-06-27 17:14:45
Monitor,7,65.7,2016-03-15 13:19:18
CPU,6,94.5,2017-02-04 00:00:14
GPU,19,85.5,2016-11-18 13:14:18
Monitor,6,54.4,2016-05-24 11:29:19
GPU,17,82.5,2016-09-29 11:06:37
Battery,17,94.3,2016-07-05 13:03:45
USB,15,58.2,2016-03-03 03:02:13
USB,11,84.2,2016-09-11 00:39:13
GPU,14,86.6,2016-09-04 23:06:50
Battery,14,81.5,2016-12-22 11:57:24
Monitor,11,40.4,2016-10-08 17:42:01
GPU,4,41.8,2016-09-17 01:01:38
USB,17,64.5,2016-06-08 06:41:12
Monitor,3,74.2,2016-06-24 03:46:48
Battery,12,54.2,2017-01-13 17:43:52
GPU,4,81.8,2016-03-26 11:08:06
USB,5,56.2,2016-12-02 02:43:20
Monitor,6,66.6,2016-05-25 14:41:59
Battery,20,40.0,2016-11-01 20:33:43
Monitor,10,75.4,2016-09-02 19:06:21
CPU,19,68.4,2016-07-24 09:54:40
GPU,9,46.0,2016-12-20 22:45:48
GPU,11,56.5,2016-11-15 23:13:42
GPU,15,69.5,2017-02-15 17:28:57
CPU,10,96.6,2016-11-09 03:29:48
CPU,10,42.8,2016-03-04 21:48:25
Monitor,14,48.8,2016-04-19 22:28:34
GPU,14,49.3,2016-03-12 16:14:30
Monitor,15,49.2,2017-01-23 03:59:35
Monitor,17,83.5,2016-04-14 18:32:13
CPU,14,88.8,2017-01-14 09:50:06
Battery,14,75.0,2016-07-23 01:37:59
Battery,18,50.1,2016-07-27 07:10:00
Battery,10,92.7,2016-09-05 02:57:54
Monitor,15,42.7,2016-08-02 16:06:30
Monitor,3,77.0,2016-10-13 08:06:34
GPU,6,89.0,2016-06-23 00:13:39
Monitor,12,81.1,2017-03-08 16:50:50
Monitor,4,86.5,2016-09-12 18:50:59
USB,11,53.5,2016-08-30 22:05:07
CPU,17,96.4,2016-03-21 06:49:14
CPU,9,81.9,2016-11-11 01:35:17
USB,12,65.8,2016-12-01 12:58:56
USB,9,53.3,2016-06-04 21:34:28
CPU,14,60.0,2016-10-17 14:02:57
Battery,11,57.8,2016-04-27 10:23:48
Monitor,13,56.8,2016-06-12 08:35:31
USB,3,69.7,2016-06-28 16:13:43
Monitor,16,99.4,2016-10-08 18:42:35
USB,7,65.5,2016-04-14 09:20:39
CPU,4,95.2,2016-10-22 02:29:11
Battery,6,71.3,2016-10-20 03:24:50
CPU,16,78.6,2016-08-23 06:30:44
Monitor,15,70.2,2016-08-06 04:10:34
CPU,19,73.1,2016-07-21 19:47:25
USB,2,62.5,2016-06-20 11:03:49
CPU,13,58.2,2016-03-22 14:00:53
USB,11,42.8,2016-08-29 10:07:53
Monitor,8,42.4,2016-07-26 21:49:15
USB,1,64.5,2017-02-26 05:10:42
Battery,11,41.8,2016-08-18 07:33:56
GPU,5,76.8,2016-06-15 07:40:59
Battery,11,98.4,2017-02-03 11:07:34
CPU,20,94.0,2016-06-10 01:06:39
Monitor,18,54.6,2016-03-31 19:20:40
Monitor,16,52.9,2016-08-22 11:32:06
Monitor,3,60.7,2016-04-26 01:03:27
Battery,5,93.6,2016-09-09 17:10:16
USB,4,71.6,2017-03-05 18:18:40
Battery,3,66.7,2016-09-25 07:57:13
GPU,17,68.2,2017-01-13 13:33:26
USB,11,70.7,2016-03-13 12:15:05
Battery,13,62.6,2016-09-14 07:16:48
CPU,16,99.1,2016-05-19 10:23:34
CPU,18,96.6,2016-10-29 02:53:35
CPU,19,55.1,2016-08-05 00:46:00
GPU,14,70.1,2016-03-25 20:55:59
GPU,16,91.4,2016-12-12 12:47:14
Monitor,17,55.4,2016-04-25 01:40:43
CPU,7,44.2,2017-01-16 17:37:43
USB,4,97.9,2016-10-13 21:07:00
GPU,15,80.0,2016-06-26 01:01:17
GPU,12,89.6,2016-06-05 02:45:16
GPU,6,45.1,2016-11-05 10:01:56
Battery,5,99.9,2017-01-07 01:44:59
Battery,15,92.9,2016-08-17 00:43:17
GPU,6,91.5,2016-10-31 12:22:11
Monitor,15,75.3,2016-06-07 07:09:37
Monitor,11,46.6,2016-11-18 01:07:04
Battery,10,54.5,2016-07-12 08:32:10
Battery,4,87.3,2016-06-26 22:42:14
CPU,7,82.3,2017-01-13 19:38:27
GPU,12,79.3,2017-01-27 13:43:39
GPU,14,93.6,2016-11-19 13:21:31
GPU,19,96.4,2016-10-17 22:42:39
Battery,9,62.8,2016-06-11 10:03:24
Monitor,10,57.8,2016-11-13 19:30:15
Battery,14,88.5,2016-12-20 08:46:00
GPU,14,54.1,2016-09-22 03:49:20
GPU,5,40.6,2017-02-06 00:50:26
GPU,12,78.0,2016-10-23 12:16:26
GPU,4,95.7,2017-01-23 00:08:21
Monitor,9,62.9,2016-12-23 23:40:18
Battery,15,50.7,2016-08-16 22:09:20
CPU,17,84.6,2017-02-18 17:26:34
USB,19,66.1,2016-05-31 01:39:31
Battery,15,64.3,2016-12-25 08:05:32
Battery,7,99.2,2017-01-08 15:05:38
Monitor,16,42.0,2017-02-03 13:51:39
CPU,9,83.4,2016-05-14 14:18:28
Battery,13,62.6,2016-03-30 11:46:43
CPU,12,45.1,2016-08-02 21:25:48
GPU,8,69.1,2016-07-07 16:39:28
Monitor,14,80.7,2016-11-07 17:35:33
Battery,7,96.1,2016-09-16 07:04:01
Monitor,19,47.6,2016-12-13 14:46:38
Battery,7,62.7,2016-05-07 01:01:03
Battery,14,76.8,2016-06-22 18:27:20
USB,10,65.0,2016-08-18 05:45:02
USB,17,60.4,2016-08-22 08:52:04
CPU,9,66.6,2016-12-16 19:06:31
CPU,2,58.6,2016-09-09 06:40:01
GPU,14,95.5,2016-04-06 01:53:57
CPU,2,61.5,2016-09-27 23:13:05
Monitor,17,86.5,2016-05-26 04:29:30
USB,2,95.2,2016-06-29 06:02:15
GPU,11,92.9,2017-01-13 11:11:37
Monitor,15,78.4,2016-06-21 07:41:55
